,,,,,,,,,,,,,,,,,
id,"Bulding or
Factory",Division,Section,Area,PC Name,"PC Type
PC,
NB,
WS,
Other","Maker 
& Model","Serial Number
CPU","User 
owner",OS Use,License/Free,Window License ,OS License ,"MS 
Office ",Version,"Legally 
purchase
Yes,
No,
Free","Refer Document
If Yes,
Cert,
P/O,
REQ"
296,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-049,PC,HP400G9,-,Production,Win11,Yes,STAFD45,Win11,"Excel,PowerPoint,Word",2013,No,
297,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-046,PC,HP400G9,-,Production,Win11,Yes,STAFD44,Win11,"Excel,PowerPoint,Word",2013,No,
298,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-051,PC,HP400G9,-,Production,Win11,Yes,STAFD3Z,Win11,"Excel,PowerPoint,Word",2013,No,
299,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-048,PC,HP400G9,-,Production,Win11,Yes,STAFD46,Win11,"Excel,PowerPoint,Word",2013,No,
300,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-945,PC,-,-,Production,Win7,Yes,TN9VD-P33QF-QJ4V8-VQBP9-T83GP,Win7,-,-,-,
301,Spindle,Spindle Assembly,Production,2-9 C/R,EWM.-787,PC,-,-,Production,Win7,Yes,PTYHN-Q9FV2-6RVDX-DD4FH-KHJ6C,Win10,-,-,-,
302,Spindle,Spindle Assembly,Production,2-9 C/R,BAR.-373,PC,-,-,Production,Win10,Yes,2QFN7-8KV4M-V2PBJ-6DCDP-J44C2,Win10,-,-,-,
303,Spindle,Spindle Assembly,Production,2-9 C/R,BAL.-182,PC,-,-,Production,Win10,Yes,9KGH2-NRKYR-7WGW3-93BH7-9BT6R,Win10,-,-,-,
304,Spindle,Spindle Assembly,Production,2-9 C/R,BAR.-340,PC,-,-,Production,Win7,Yes,W2WNY-RRBYR-YPFTY-8BP87-8HV2H,Win10,-,-,-,
305,Spindle,Spindle Assembly,Production,2-9 C/R,BAR.-510,PC,-,-,Production,Win10,Yes,RKJRC-NKKQT-GHR7M-VM2X6-CGYP4,Win10,-,-,-,
306,Spindle,Spindle Assembly,Production,2-9 C/R,BAR.-638,PC,-,,Production,Win10,Yes,6G8H3-NVC3G-MYPKK-6FPD4-KBT6R,Win10,-,-,-,
307,Spindle,Spindle Assembly,Production,2-9 C/R,DIM.-607,PC,-,-,Production,Win7,Yes,4F63B-QMXCH-Q72GF-K78XQ-HG6CW,Win7,-,-,-,
308,Spindle,Spindle Assembly,Production,2-9 C/R,HIP.-503,PC,-,-,Production,Win10,Yes,HV3MN-WGFDF-3Q68X-DJH9W-D9MP4,Win10,-,-,-,
309,Spindle,Spindle Assembly,Production,2-9 C/R,BAR.-462,PC,Dell,-,Production,Win10,Yes,T9N6R-QD3PV-RCMB8-QKQJ7-4C2KC,Win10,-,-,-,
310,Spindle,Spindle Assembly,Production,2-9 C/R,BAR.-370,PC,-,-,Production,Win10,Free,4WCWN-K3WH6-4GKVK-6J3XK-BKMP2,Win10,"Excel,PowerPoint,Word",2010,No,
311,Spindle,Spindle Assembly,Production,2-9 C/R,DIM.-613,PC,-,-,Production,Win7,Yes,V4N3B-V3KT3-B6G6P-DMHHV-8HV82,Win10,-,-,-,
312,Spindle,Spindle Assembly,Production,2-9 C/R,EWM.-799,PC,-,-,Production,Win7,Yes,LN:61245660_1,Win7,-,-,-,
313,Spindle,Spindle Assembly,Production,2-10 C/R,VIB.-360,PC,-,-,Production,Win10,Yes,G7NKT-G4766-QHFY7-R492K-HCFC4,Win10,-,-,-,
314,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-448,PC,-,-,Production,Win10,Yes,VNB4R-23GPG-YVMW9-VMV8T-9KXTP,Win10,-,-,-,
315,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-715,PC,-,-,Production,Win10,Yes,D84YV-FVBBK-VFYKX-4RX2M-D22JV,Win10,Excel,2013,No,
316,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-749,PC,-,-,Production,Win10,Yes,F4TNT-PXG7D-7H6P7-TBV6V-QPFC2,Win10,Excel,2013,No,
317,Spindle,Spindle Assembly,Production,2-10 C/R,DIM.-352,PC,-,-,Production,Win7,Yes,BNX7K-VG72F-6WRHB-JQRGR-Q9H4D,Win7,-,-,-,
318,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-674,PC,-,-,Production,Win10,Yes,JP36N-BPYH4-W6H84-CTRDJ-D9MP4,Win10,Excel,2013,No,
319,Spindle,Spindle Assembly,Production,2-10 C/R,EWM.-712,PC,-,-,Production,Win7,Yes,BQXNG-RD849-788Y7-DCFCY-VQWXC,Win7,-,-,-,
320,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-654,PC,-,-,Production,Win10,Yes,CQB9W-N8YFC-W8YR3-3JYRX-Y7V24,Win10,-,-,-,
321,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-540,PC,-,-,Production,Win10,Yes,KXN89-BGMM8-WKJVW-G9QKK-FRG6P,Win10,-,-,-,
322,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-837,PC,-,-,Production,Win10,Yes,WMN33-2WWQY-4YHMT-9XJB2-76DGP,Win10,-,-,-,
323,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-655,PC,-,-,Production,Win10,Free,KVVJT-XKNYF-T3RVM-DRTWT-Y98XF,Win10,-,-,-,
324,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-209,PC,-,-,Production,Win7,Yes,XPHNY-RHQ9Q-MDMY4-K33HW-6MT6R,Win10,-,-,-,
325,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-507,PC,-,-,Production,Win7,Yes,XFV6N-6WJV6-D73GV-6J6TG-C9XTP,Win10,-,-,-,
326,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-005,PC,-,-,Production,Win10,Yes,WRN8D-V4P7R-DDX7G-3MWMP-HH66R,Win10,-,-,-,
327,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-027,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
328,Spindle,Spindle Assembly,Production,2-10 C/R,BAR.-028,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
329,Spindle,Spindle Assembly,Production,2-10 C/R,HIP.-510,PC,-,-,Production,Win10,Yes,R98BG-P73XH-QWRWP-8Q2DT-WPBM6,Win10,-,-,-,
330,Spindle,Spindle Assembly,Production,2-10 C/R,EWM.-794,PC,-,-,Production,Win7,Yes,D9PX3-Q2YGG-BFJY6-QGWJH-BK4FT,Win7,-,-,-,
331,Spindle,Spindle Assembly,Production,2-10 C/R,EWM.-570,PC,-,-,Production,Win7,Yes,LN:60434261_5,WinXP,-,-,-,
332,Spindle,Spindle Assembly,Production,2-10 C/R,DIM.-598,PC,-,-,Production,Win7,Yes,KKPKJ-NGTJ7-7D7QX-FW9R7-7QWXC,Win10,-,-,-,
333,Spindle,Spindle Assembly,Production,2-10 C/R,EWM.-802,PC,-,-,Production,Win7,Yes,JX7D4-HNTV6-DFP4B-YYMYJ-2GYP2,Win10,-,-,-,
334,Spindle,Spindle Assembly,Production,2-10 C/R,HIP.-528,PC,-,-,Production,Win7,Yes,8JJFP-NRKVR-MBT62-4XQJ8-6MT6P,Win10,-,-,-,
335,Spindle,Spindle Assembly,Production,2-11 C/R,HIP.-447,PC,-,-,Production,Win10,Yes,BY9NF-2JTQF-VCBTV-RQHWY-BBH24,Win10,-,-,-,
336,Spindle,Spindle Assembly,Production,2-11 C/R,DIM.-616,PC,-,-,Production,Win7,Yes,N9GTC-88DHD-97K4M-H9CMJ-GVJ6C,Win10,-,-,-,
337,Spindle,Spindle Assembly,Production,2-11 C/R,VIB.-225,PC,-,-,Production,Win7,Yes,B7QG8-HBRHY-3H7JM-688VG-KCDQT,Win7,-,-,-,
338,Spindle,Spindle Assembly,Production,2-11 C/R,BAR.-597,PC,-,-,Production,Win10,Yes,T3WV3-2N8P8-WVRY8-HJGPR-BY49C,Win10,-,-,-,
339,Spindle,Spindle Assembly,Production,2-11 C/R,BAR.-879,PC,-,-,Production,Win7,Yes,7TWWW-7YCB7-MB69Y-6JYGF-VJHF3,Win7,-,-,-,
340,Spindle,Spindle Assembly,Production,2-11 C/R,EWM.-729,PC,-,-,Production,Win7,Yes,BXDGD-98HXG-RMKHV-RYY44-HT77D,Win7,-,-,-,
341,Spindle,Spindle Assembly,Production,2-11 C/R,EWM.-726,PC,-,-,Production,Win7,Yes,YM2HG-N3R9P-RKCPD-WXWB3-VXMP4,Win10,-,-,-,
342,Spindle,Spindle Assembly,Production,2-11 C/R,BAR.-487,PC,-,-,Production,Win10,Yes,2QV4D-NCRYX-Y7HR9-V34R2-4RG6R,Win10,-,-,-,
343,Spindle,Spindle Assembly,Production,2-11 C/R,HIP.-429,PC,-,-,Production,Win10,Yes,9HQ46-7NFC7-V4HYR-FG9FB-QJ3GR,Win10,-,-,-,
344,Spindle,Spindle Assembly,Production,2-11 C/R,BAL.-227,PC,HP 600 G3,-,Production,Win10,Free,,Win10,-,-,-,
345,Spindle,Spindle Assembly,Production,2-11 C/R,BAR.-112,PC,-,-,Production,Win10,Yes,PWNDH-3639J-8GJ3B-JFGJV-HXMP2,Win10,"Excel,PowerPoint,Word",2013,No,
346,Spindle,Spindle Assembly,Production,2-12 C/R,EWM.-725,PC,-,-,Production,Win7,Yes,HQD7B-NKJVJ-W2V9H-YCPD3-DV66R,Win10,-,-,-,
347,Spindle,Spindle Assembly,Production,2-12 C/R,EWM.-481,PC,-,-,Production,Win7,Yes,LN:60114653_1,Win7,-,-,-,
348,Spindle,Spindle Assembly,Production,2-12 C/R,BAL.-089,PC,DELL755,-,Production,Win7,Yes,MG8CQ-F9RT7-6HBBY-8DXP2-XX3BR,Win7,-,-,-,
349,Spindle,Spindle Assembly,Production,2-12 C/R,DIM.-632,PC,-,-,Production,Win7,Yes,RW8CY-FJM6F-9FBV8-XBK89-TF4C2,Win7,-,-,-,
350,Spindle,Spindle Assembly,Production,2-12 C/R,BAR.-458,PC,-,-,Production,Win10,Yes,77PPB-WNYJK-PKYV4-G79XF-GXXTP,Win10,-,-,-,
351,Spindle,Spindle Assembly,Production,2-12 C/R,BAR.-556,PC,-,-,Production,Win10,Yes,3W4GW-RQN94-YQM3T-7VHP2-MP2KC,Win10,-,-,-,
352,Spindle,Spindle Assembly,Production,2-12 C/R,BAL.-198,PC,-,-,Production,Win10,Yes,VMMJH-W4PX9-Y4FKC-PH3P9-7293T,Win10,-,-,-,
353,Spindle,Spindle Assembly,Production,2-12 C/R,HIP.-478,PC,-,-,Production,Win10,Yes,7BTNH-24R88-M4PMM-72BD7-T3BP2,Win10,-,-,-,
354,Spindle,Spindle Assembly,Production,2-12 C/R,EWM.-724,PC,-,-,Production,Win7,Yes,TDVNG-DQVF7-MX6X7-TFV7T-RRG6R,WIN10,-,-,-,
355,Spindle,Spindle Assembly,Production,2-12 C/R,DIM.-493,PC,-,-,Production,Win7,Yes,C3B3W-K3X2K-9QQY3-GX6DM-66CMB,Win7,-,-,-,
356,Spindle,Spindle Assembly,Production,2-12 C/R,BAR.-087,PC,DELL T5810,-,Production,Win10,Free,,Win10,-,-,-,
357,Spindle,Spindle Assembly,Production,2-12 C/R,BAR.-061,PC,HP Z240,-,Production,Win10,Free,,Win10,-,-,-,
358,Spindle,Spindle Assembly,Production,2-12 C/R,BAR.-064,PC,HP Z240,-,Production,Win10,Free,,Win10,-,-,-,
359,Spindle,Spindle Assembly,Production,2-12 C/R,BAR.-085,PC,HP Z240,-,Production,Win10,Free,,Win10,-,-,-,
360,Spindle,Spindle Assembly,Production,2-12 C/R,BAR.-210,PC,HP600G4,-,Production,Win10,Free,,Win10,-,-,-,
361,Spindle,Spindle Assembly,Production,2-13 C/R,EWM.-688,PC,-,-,Production,Win7,Yes,84JFV-6JW9R-6PPMG-4XH4H-9GMPB,Win10,-,-,-,
362,Spindle,Spindle Assembly,Production,2-13 C/R,AIR.-003,PC,-,-,Production,Win7,Yes,C8H49-4K3MF-CMVG7-TJRW4-K94Q6,Win7,-,-,-,
363,Spindle,Spindle Assembly,Production,2-13 C/R,BAR.-533,PC,-,-,Production,Win10,Yes,Y9M9N-H3CD7-KTVQ7-WHKYR-Q9MP2,Win10,-,-,-,
364,Spindle,Spindle Assembly,Production,2-13 C/R,BAR.-735,PC,-,-,Production,Win7,Yes,J6WDR-QR7KQ-VTGMM-8THBY-R82M2,Win10,-,-,-,
365,Spindle,Spindle Assembly,Production,2-13 C/R,BAR.-584,PC,-,-,Production,Win10,Yes,YMR3X-QNX2V-BMJ4M-T6PD3-M7V22,Win10,-,-,-,
366,Spindle,Spindle Assembly,Production,2-14 C/R,BAL.-137,PC,Lenovo 10AH,-,Production,Win10,Free,,Win8,-,-,-,
367,Spindle,Spindle Assembly,Production,2-14 C/R,DIM.-577,PC,-,-,Production,Win7,Yes,LN:60114653_10,Win7,-,-,-,
368,Spindle,Spindle Assembly,Production,2-14 C/R,EWM.-490,PC,-,-,Production,Win7,Yes,MKHJC-PXQBK-DRKCR-GYJB7-97M2M,Win7,-,-,-,
369,Spindle,Spindle Assembly,Production,2-14 C/R,BAL.-006,PC,DELL755,-,Production,Win7,Free,WYY6G-8KDXR-KQDWW-QX374-3R3W3,Win7,-,-,-,
370,Spindle,Spindle Assembly,Production,2-14 C/R,AIR.-120,PC,-,-,Production,Win7,Yes,LN:60114653_6,Win7,-,-,-,
371,Spindle,Spindle Assembly,Production,2-14 C/R,DIM.-488,PC,-,-,Production,Win7,Yes,TNY42-VFTPH-G498X-BF2KX-GJF9F,Win10,-,-,-,
372,Spindle,Spindle Assembly,Production,2-14 C/R,HIP.-452,PC,-,-,Production,Win10,Yes,RN62K-3BF4R-P9KCY-39BPD-2WF9F,Win10,-,-,-,
373,Spindle,Spindle Assembly,Production,2-14 C/R,HIP.-455,PC,-,-,Production,Win10,Yes,D899N-6D9GM-3FMTT-9FGHQ-TCQGR,Win10,-,-,-,
374,Spindle,Spindle Assembly,Production,2-14 C/R,BAR.-685,PC,-,-,Production,Win10,Yes,6YYPH-YNJHV-979Q9-W7TH4-2KCKC,Win10,-,-,-,
375,Spindle,Spindle Assembly,Production,2-14 C/R,BAR.-620,PC,-,-,Production,Win10,Yes,PXGY7-HVNJH-H8RDP-Q2FMH-FJRC4,Win10,-,-,-,
376,Spindle,Spindle Assembly,Production,2-14 C/R,BAR.-601,PC,-,-,Production,Win7,Yes,V9TP8-NRV4P-KFJ6Y-BH736-WXCKC,Win10,-,-,-,
377,Spindle,Spindle Assembly,Production,2-14 C/R,EWM.-738,PC,-,-,Production,Win7,Yes,TCFN6-8C43B-GF3K-MQF32-9QBP2,Win10,-,-,-,
378,Spindle,Spindle Assembly,Production,3-1 C/R,BAL.-189,PC,LenovoM10AX,-,Production,Win10,Free,,Win8,-,-,-,
379,Spindle,Spindle Assembly,Production,3-1 C/R,BAL.-179,PC,-,-,Production,Win10,Yes,NJ99M-DQQC9-9VC6K-WDRCB-7MH24,Win10,-,-,-,
380,Spindle,Spindle Assembly,Production,3-1 C/R,BAL.-151,PC,Lenovo 10AH,-,Production,Win7,Free,,Win8,-,-,-,
381,Spindle,Spindle Assembly,Production,3-1 C/R,BAR.-474,PC,-,-,Production,Win10,Yes,JX2HN-PM6KC-63RT2-QFCFV-2R4C2,Win10,-,-,-,
382,Spindle,Spindle Assembly,Production,3-1 C/R,BAR.-482,PC,-,-,Production,Win10,Yes,NR6P2-8QDCK-WXQTD-HMT8H-CYT6P,Win10,-,-,-,
383,Spindle,Spindle Assembly,Production,3-1 C/R,BAR.-460,PC,-,-,Production,Win10,Yes,NQCHR-4VG3K-WWXHR-BWBQV-XD722,Win10,-,-,-,
384,Spindle,Spindle Assembly,Production,3-2 C/R,BAL.-207,PC,Lenovo 10AX,-,Production,Win7,Free,,Win8,-,-,-,
385,Spindle,Spindle Assembly,Production,3-2 C/R,BAL.-204,PC,-,-,Production,Win11,Free,28HG2-6M8VT-BQHP2-CTTF3-7TTK4,Win10,-,-,-,
386,Spindle,Spindle Assembly,Production,3-2 C/R,BAL.-180,PC,-,-,Production,Win7,Free,,Win7,-,-,-,
387,Spindle,Spindle Assembly,Production,3-2 C/R,BAR.-485,PC,-,-,Production,Win10,Yes,NVMQG-89JP7-KW340-WHB46-MP2KC,Win10,-,-,-,
388,Spindle,Spindle Assembly,Production,3-2 C/R,BAR.-927,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
389,Spindle,Spindle Assembly,Production,3-3 C/R,BAL.-145,PC,Lenovo 10AH,-,Production,Win7,Free,,Win8,-,-,-,
390,Spindle,Spindle Assembly,Production,3-3 C/R,BAR.-786,PC,-,-,Production,Win10,Yes,HYFR2-R96RC-TQQXW-X77WC-W32WR,Win10,-,-,-,
391,Spindle,Spindle Assembly,Production,3-3 C/R,BAR.-212,PC,DELL,-,Production,Win10,Free,,Win10,-,-,-,
392,Spindle,Spindle Assembly,Production,3-3 C/R,BAL.-172,PC,Lenovo 10AX,-,Production,Win10,Yes,,Win8,-,-,-,
393,Spindle,Spindle Assembly,Production,3-4 C/R,BAL.-197,PC,-,-,Production,Win10,Yes,HW7HN-DFKDJ-74RMF-DH34M-2PQGP,Win10,-,-,-,
394,Spindle,Spindle Assembly,Production,3-5 C/R,BAL.-200,PC,-,-,Production,Win10,Yes,4VN9P-WCHW3-6GGC7-RJRMJ-WB49C,Win10,-,-,-,
395,Spindle,Spindle Assembly,Production,3-5 C/R,BAL.-205,PC,LenovoM10AX,-,Production,Win7,Yes,C3HXF-M69VG-B9723-MPDXC-69RGW,Win8,-,-,-,
396,Spindle,Spindle Assembly,Production,3-5 C/R,BAL.-146,PC,Lenovo 10AH,-,Production,Win7,Free,,Win8,-,-,-,
397,Spindle,Spindle Assembly,Production,3-5 C/R,BAL.-122,PC,Lenovo 2756,-,Production,Win7,Free,GVVYY-J689R-4TM8H-62G77-XK763,Win7,-,-,-,
398,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-869,PC,-,-,Production,Win7,Yes,B9YTY-NFQV2-YQ83X-6MRCD-63BP2,Win7,-,-,-,
399,Spindle,Spindle Assembly,Production,3-6 C/R,VIB.-283,PC,-,-,Production,Win10,Yes,NFHVM-RV9PH-WPDFG-337KK-P3722,Win10,-,-,-,
400,Spindle,Spindle Assembly,Production,3-6 C/R,EWM.-430,PC,-,-,Production,Win7,Yes,PMXCJ-CQRBG-HJ6M2-MV79C-YCDRW,WinXP,-,-,-,
401,Spindle,Spindle Assembly,Production,3-6 C/R,HIP.-494,PC,-,-,Production,Win10,Yes,DNJ3K-RVX69-V2QXH-YVP3V-R9CKF,Win10,-,-,-,
402,Spindle,Spindle Assembly,Production,3-6 C/R,DIM.-475,PC,-,-,Production,Win7,Yes,D7KQV-QYXJ2-9F6JR-9QYFX-M9P9W,WinXP,-,-,-,
403,Spindle,Spindle Assembly,Production,3-6 C/R,BAL.-196,PC,-,-,Production,Win10,Yes,C22YY-GN28Y-P6463-KFW6Y-2PQGP,Win10,-,-,-,
404,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-647,PC,-,-,Production,Win10,Yes,VVTN7-GW879-FHQ8C-J97R7-7QWXF,Win10,-,-,-,
405,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-381,PC,-,-,Production,Win10,Yes,KKDQF-HWNDD-X2P44-CRG7J-J8F9C,Win10,-,-,-,
406,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-571,PC,Lenovo 10AH,-,Production,Win10,Free,F72G4-8PNMP-T49YW-4R6XP-TMT6P,Win8,-,-,-,
407,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-698,PC,-,-,Production,Win10,Yes,3TJNB-9KWHD-QV928-B2QQ9-XKXTR,Win10,-,-,-,
408,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-756,PC,-,-,Production,Win10,Yes,VBCWK-NBQFC-XHQMQ-4CPWD-9D722,Win10,-,-,-,
409,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-526,PC,LENOVOM75S,-,Production,Win10,Yes,BJN34-RW33D-FCWQM-F6QMQ-YBH22,Win10,Excel,-,-,
410,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-652,PC,-,-,Production,Win10,Yes,KMX62-N2V2Q-HYW32-2CMTP-HH66R,Win10,-,-,-,
411,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-878,PC,-,-,Production,Win10,Yes,GHD9J-XNDRW-6F86C-TPX4M-RC2KC,Win10,Excel,2013,No,
412,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-890,PC,-,-,Production,Win10,Yes,PNMC8-8WF9M-6HPQ9-8XC68-JFG6R,Win10,-,-,-,
413,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-911,PC,DELL D15U,-,Production,Win10,Yes,STAFD3U,Win10,-,-,-,
414,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-909,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
415,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-814,PC,-,-,Production,Win7,Yes,90JC3-PNMYY-WMK2J-3FVWJ-78RC2,Win11,-,-,-,
416,Spindle,Spindle Assembly,Production,3-6 C/R,BAR.-776,PC,-,-,Production,Win10,Yes, FNHP3-PRP9B-V8RTT-T6RQW-4VV24,Win10,-,-,-,
417,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-703,PC,-,-,Production,Win10,Yes,8YNJW-6J3MH-7WJ7W-F949X-CDKTR,Win10,-,-,-,
418,Spindle,Spindle Assembly,Production,3-10 C/R,DIM.-642,PC,-,-,Production,Win7,Yes,8KXYG-BNCBD-YPCJB-88D27-KHJKC,Win10,-,-,-,
419,Spindle,Spindle Assembly,Production,3-10 C/R,HIP.-527,PC,-,-,Production,Win10,Yes,JHN7W-9CQ67-9MY6G-JTW4F-2KCKC,Win10,-,-,-,
420,Spindle,Spindle Assembly,Production,3-10 C/R,EWM.-749,PC,-,-,Production,Win7,Yes,H2HJN-P8QYW-H9YQH-7BXT9-V2WYQ,Win7,-,-,-,
421,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-517,PC,-,-,Production,Win10,Yes,8X7BN-THTJB-B762Y-8HJGH-FJRC2,Win10,Excel,-,-,
422,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-296,PC,-,-,Production,Win7,Yes,N6XQ8-HCCY9-2B96D-C3GBJ-GVJXF,Win10,-,-,-,
423,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-322,PC,Lenovo 10AH,-,Production,Win10,Free,,Win8,-,-,-,
424,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-471,PC,-,-,Production,Win10,Yes,9N8JF-Q6R69-VMYWJ-P93RY-DPFC2,Win10,-,-,-,
425,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-349,PC,-,-,Production,Win7,Yes,NWFDD-6R8KP-7FTWV-27HTR-6Q722,Win10,-,-,-,
426,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-483,PC,-,-,Production,Win10,Yes,Y92CY-DN43F-Y2BYH-FV69Q-9D724,Win10,-,-,-,
427,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-678,PC,-,-,Production,Win10,Yes,J3XNQ-FXWC4-P68W3-BPPQR-JHV24,Win10,-,-,-,
428,Spindle,Spindle Assembly,Production,3-10 C/R,DIM.-526,PC,-,-,Production,Win7,Yes,BG9J9-KJ2VH-XKF78-TXXV9-37PGQ,WinXP,-,-,-,
429,Spindle,Spindle Assembly,Production,3-10 C/R,DIM.-653,PC,-,-,Production,Win7,Yes,KG9D4-6JPXT-RKC6H-KB9V2-CMFTX,Win10,-,-,-,
430,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-759,PC,-,-,Production,Win10,Yes,G76BF-FFNDT-DYVF7-DX2GH-BDWXF,Win10,-,-,-,
431,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-757,PC,-,-,Production,Win10,Yes,3NK6V-CMDQF-GXWP8-VCTB8-XW3GR,Win10,-,-,-,
432,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-983,PC,-,-,Production,Win10,Yes,STAFD2D,Win10,-,-,-,
433,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-763,PC,-,-,Production,Win10,Yes,WWMXP-QNVJH-WJY2M-PKWBM-KD724,Win10,-,-,-,
434,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-880,PC,-,-,Production,Win10,Yes,33RKP-F44TC-TKDG8-3MFVW-D96RG,Win10,Excel,2013,No,
435,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-770,PC,-,-,Production,Win10,Yes,WTDYP-28NDD-VJCXF-KM2GG-MKMP2,Win10,-,-,-,
436,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-849,PC,Lenovo 10AX,-,Production,Win10,Free,,Win8,-,-,-,
437,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-921,PC,HP600G3,-,Production,Win10,Free,,Win10,"Excel,PowerPoint,Word",2013,No,
438,Spindle,Spindle Assembly,Production,3-10 C/R,RTB.-042,PC,MINI Germany,-,Production,Win7,Free,,Win7,-,-,-,
439,Spindle,Spindle Assembly,Production,3-10 C/R,DIM.-724,PC,-,-,Production,Win7,Yes,2B8TK-G8NY6-XP4PK-D4F2J-VH66R,Win10,-,-,-,
440,Spindle,Spindle Assembly,Production,3-10 C/R,BAR.-096,PC,-,-,Production,Win10,Yes,STAFM07,Win10,-,-,-,
441,Spindle,Spindle Assembly,Production,3-10 C/R,DIM.-756,PC,-,-,Production,Win7,Yes,7NRDY-Y323G-38PRW-VPWX6-KTPKC,Win10,-,-,-,
442,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-741,PC,-,-,Production,Win10,Yes,NGJ4J-3WPW2-W2PQQ-BKQ8D-GF4C2,Win10,-,-,-,
443,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-442,PC,-,-,Production,Win7,Yes,48NKB-QYFHV-6TRGB-M9W8K-COKTP,Win10,-,-,-,
444,Spindle,Spindle Assembly,Production,3-14 C/R,HIP.-482,PC,-,-,Production,Win10,Yes,9KN2X-9VX9Y-P98GT-GHT6X-4JRC2,Win10,-,-,-,
445,Spindle,Spindle Assembly,Production,3-14 C/R,EWM.-545,PC,-,-,Production,Win7,Yes,RJF84-M3GR3-4HGCH-HGBQ8-KQY69,Win7,-,-,-,
446,Spindle,Spindle Assembly,Production,3-14 C/R,EWM.-755,PC,-,-,Production,Win7,Yes,DHF9P-TR6GK-HB4QQ-XMPRD-MRYWB,Win7,-,-,-,
447,Spindle,Spindle Assembly,Production,3-14 C/R,VIB.-270,PC,-,-,Production,Win10,Yes,DPH8Y-D6N9X-HDJ4Q-3X9M2-JB49F,Win10,-,-,-,
448,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-998,PC,DELL755,-,Production,Win7,Free,TT392-M74W7-3RMBX-6KDVJ-VYJRB,WinVistra,-,-,-,
449,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-095,Mini PC,-,-,Production,Win10,Yes,YN6YF-BJ6MK-GJROM-CQ3FX-2KCKE,Win10,-,-,-,
450,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-629,PC,-,-,Production,Win10,Yes,79XJJ-FNQDK-BQY8W-BWDGD-M7V22,Win10,-,-,-,
451,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-799,PC,-,-,Production,Win10,Yes,D49JC-3JJHC-VX732-YJKPJ-6QBT4,Win10,Excel,2013,No,
