,,,,,,,,,,,,,,,,,
id,"Bulding or
Factory",Division,Section,Area,PC Name,"PC Type
PC,
NB,
WS,
Other","Maker 
& Model","Serial Number
CPU","User 
owner",OS Use,License/Free,Window License ,OS License ,"MS 
Office ",Version,"Legally 
purchase
Yes,
No,
Free","Refer Document
If Yes,
Cert,
P/O,
REQ"
139,Spindle,Spindle Assembly,Production,1-4 C/R,BAR.-536,PC,-,-,Production,Win10,Yes,D9DYK-N22YK-3QQCV-Q4YTX-P3722,Win10,-,-,-,
140,Spindle,Spindle Assembly,Production,1-4 C/R,BAR.-529,PC,-,-,Production,Win10,Yes,M93Q7-HN677-4YWH7-MY7PW-K2FC2,Win10,Excel,2013,No,
141,Spindle,Spindle Assembly,Production,1-4 C/R,BAR.-887,PC,-,-,Production,Win10,Free,,Win10,Excel,2013,No,
142,Spindle,Spindle Assembly,Production,1-4 C/R,BAR.-023,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
143,Spindle,Spindle Assembly,Production,1-4 C/R,BAR.-017,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
144,Spindle,Spindle Assembly,Production,1-4 C/R,BAR.-016,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
145,Spindle,Spindle Assembly,Production,1-4 C/R,HIP.-522,PC,-,-,Production,Win10,Free,,Win10,-,-,-,
146,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-562,PC,-,-,Production,Win10,Yes,CDRN2-FCJK2-TKM92-6WBKH-46YP2,Win10,-,-,-,
147,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-943,PC,-,-,Production,Win10,Yes,TV26B-N4W2P-BJJGX-9C8KP-76DGR,Win10,-,-,-,
148,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-205,PC,-,-,Production,Win7,Yes,NBDKV-9PYPJ-JYDT7-9PGT4-D33GR,Win10,-,-,-,
149,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-519,PC,-,-,Production,Win10,Yes,8MNH-PGVCR-JPGXY-4FP3W-VH66R,Win10,-,-,-,
150,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-575,PC,-,-,Production,Win10,Yes,YJNJC-KQC4J-P3BK2-PD3RF-Q9MP2,Win10,-,-,-,
151,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-531,PC,-,-,Production,Win10,Yes,WNGKV-XCXJ4-7Y264-3F8DF-DJ3GP,Win10,-,-,-,
152,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-714,PC,-,-,Production,Win10,Yes,N8GGH-Q92C4-MV639-DFDXC-7CFC4,Win10,-,-,-,
153,Spindle,Spindle Assembly,Production,1-5 C/R,HIP.-434,PC,-,-,Production,Win10,Yes,GY8J2-NBGR3-T34PM-FXG9Y-MY49F,Win10,-,-,-,
154,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-573,PC,-,-,Production,Win10,Yes,XBFHN-3G3D3-DBRBR-9YYBK-7XMP2,Win10,-,-,-,
155,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-772,PC,-,-,Production,Win10,Yes,TW83C-HKGWH-RGTDJ-VDWDJ-W29F8,Win10,-,-,-,
156,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-069,PC,-,-,Production,Win7,Yes,FJJ8B-7MNB6-CB4JH-HXYKX-V22TC,WIN10,-,-,-,
157,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-176,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
158,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-032,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
159,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-034,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
160,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-039,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
161,Spindle,Spindle Assembly,Production,1-5 C/R,VIB.-281,PC,-,-,Production,Win10,Yes,DF3J9-F0NW4-VCXGM-RD4C4-GXXTP,Win10,-,-,-,
162,Spindle,Spindle Assembly,Production,1-5 C/R,BAR.-114,Mini PC,HP400G9,-,Production,Win10,Yes,STAFM10,Win10,-,-,-,
163,Spindle,Spindle Assembly,Production,1-6 C/R,HIP.-413,PC,-,-,Production,Win10,Yes,N7X2M-2FTFX-K4DHF-VJG3V-M4G6R,Win10,-,-,-,
164,Spindle,Spindle Assembly,Production,1-6 C/R,DIM.-462,PC,-,-,Production,Win7,Yes,W49B4-6Y24K-TBK84-3HQGT-8PPG9,WinXP,-,-,-,
165,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-026,PC,-,-,Production,Win7,Yes,CJ4NW-9VPQT-TQ7PT-Y6PP7-YY49F,Win7,-,-,-,
166,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-499,PC,-,-,Production,Win7,Yes,V8Y99-FDN6D-Q3R2J-K6G26-PDKTP,Win10,-,-,-,
167,Spindle,Spindle Assembly,Production,1-6 C/R,EWM.-704,PC,-,-,Production,Win7,Yes,TGQ8G-T3WK6-KCGKX-29RX4-XYPPB,Win10,-,-,-,
168,Spindle,Spindle Assembly,Production,1-6 C/R,EWM.-679,PC,-,-,Production,Win7,Yes,GCPB3-6N3PJ-MW2PV-6P7V3-BG9TP,Win10,-,-,-,
169,Spindle,Spindle Assembly,Production,1-6 C/R,EWM.-769,PC,-,-,Production,Win7,Yes,K29HJ-XMGXG-R4HVW-9B37DC34FD,Win7,-,-,-,
170,Spindle,Spindle Assembly,Production,1-6 C/R,EWM.-428,PC,-,-,Production,Win7,Yes,RNVXF-4GHVJ-4B2BH-DD6DT-9KT73,Win7,-,-,-,
171,Spindle,Spindle Assembly,Production,1-6 C/R,EWM.-464,PC,-,-,Production,Win7,Yes,KBY9F-NCTQH-6P6PD-MQCGQ-8K6BQ,Win7,-,-,-,
172,Spindle,Spindle Assembly,Production,1-6 C/R,BAL.-194,PC,-,-,Production,Win10,Yes,2GJMN-F48JG-CBQ6J-9FXCP-6JF9F,Win10,-,-,-,
173,Spindle,Spindle Assembly,Production,1-6 C/R,AIR.-127,PC,-,-,Production,Win2000,Yes,C6WTM-DXW7D-8HB6J-FPVG7-4Q4F6,Win2000,-,-,-,
174,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-622,PC,-,-,Production,Win10,Yes,QN2VK-KMMPY-CVK2R-6J8TT-TJF9F,Win10,-,-,-,
175,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-896,PC,HP600 G3,-,Production,Win10,Free,,Win10,Excel,2013,No,
176,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-881,PC,-,-,Production,Win10,Yes,V2N36-TTRWC-8DYYP-YV8V6-XQBP2,Win10,-,-,-,
177,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-559,PC,-,-,Production,Win10,Yes,FWQNM-87G4G-WYVYM-TTF9J-7FR9C,Win10,-,-,-,
178,Spindle,Spindle Assembly,Production,1-6 C/R,RTB.-001,PC,-,-,Production,Win10,Yes,2736C-XPNTK-KQ87R-W4R3D-49CKF,Win10,-,-,-,
179,Spindle,Spindle Assembly,Production,1-6 C/R,RTB.-002,PC,-,-,Production,Win10,Yes,THGCT-R6DBP-RP6TJ-28DQY-Y88GC,Win10,-,-,-,
180,Spindle,Spindle Assembly,Production,1-6 C/R,RTB.-003,PC,-,-,Production,Win10,Yes,W9MFH-X9XFQ-G43M2-V7M6G-R3BPV,Win10,-,-,-,
181,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-071,PC,HP Z240,-,Production,Win10,Free,,Win10,-,-,-,
182,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-075,PC,HP Z241,-,Production,Win10,Free,,Win10,-,-,-,
183,Spindle,Spindle Assembly,Production,1-7 C/R,RTB.-018,PC,Lenovo 10AX,-,Production,Win10,Free,,Win8,-,-,-,
184,Spindle,Spindle Assembly,Production,1-7 C/R,RTB.-019,PC,Lenovo 10AX,-,Production,Win10,Free,,Win8,-,-,-,
185,Spindle,Spindle Assembly,Production,1-7 C/R,RTB.-020,PC,Lenovo 10AX,-,Production,Win10,Free,,Win8,-,-,-,
186,Spindle,Spindle Assembly,Production,1-7 C/R,EWM.-504,PC,-,-,Production,Win7,Yes,26JKC-DV4JF-8B9WM-YYVJM-RYGH4,Win7,-,-,-,
187,Spindle,Spindle Assembly,Production,1-7 C/R,EWM.-744,PC,-,-,Production,Win7,Yes,9Q8TY-N89W8-DYD8X-QJGJ7-BDWXF,Win7,-,-,-,
188,Spindle,Spindle Assembly,Production,1-7 C/R,DIM.-672,PC,-,-,Production,Win7,Yes,CRR4B-N7XDP-8WTDM-7DXV4-CR4C4,Win10,-,-,-,
189,Spindle,Spindle Assembly,Production,1-7 C/R,DIM.-620,PC,-,-,Production,Win7,Yes,TKNKP-KJJGP-BMB64-TC3WK-QV7CP,Win10,-,-,-,
190,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-862,PC,-,-,Production,Win7,Yes,Y6Q3D-J6NWB-VBMRG-VX4RQ-49CKC,Win10,-,-,-,
191,Spindle,Spindle Assembly,Production,1-7 C/R,HIP.-407,PC,-,-,Production,Win7,Yes,N8P3X-M2P9M-DYTY6-4DB3B-G3BP4,Win10,-,-,-,
192,Spindle,Spindle Assembly,Production,1-7 C/R,HIP.-476,PC,-,-,Production,Win10,Yes,VPNV3-68CPR-C28GM-74QDD-KKXTP,Win10,-,-,-,
193,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-671,PC,-,-,Production,Win10,Yes,WT3HF-4FN9G-XP6Y8-QPVH4-GXXTR,Win10,-,-,-,
194,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-686,PC,-,-,Production,Win10,Yes,H7DCN-2MRW6-GRC9C-WW733-M7V24,Win10,-,-,-,
195,Spindle,Spindle Assembly,Production,1-7 C/R,EWM.-721,PC,-,-,Production,Win7,Yes,GRCV4-B7BDD-RPRKM-32BWG-FRWD7,Win7,-,-,-,
196,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-916,PC,-,-,Production,Win10,Yes,QX2RK-TFN93-VB39H-BCQY3-Y4HJ6,Win10,-,-,-,
197,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-509,PC,-,-,Production,Win10,Yes,YM9QN-XJGW7-T4MDM-JRPBH-BDWXF,Win10,-,-,-,
198,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-523,PC,-,-,Production,Win10,Yes,NPGHH-QQR8J-RR9VK-PCM34-YTDPP,Win10,-,-,-,
199,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-008,PC,-,-,Production,Win10,Yes,NWDRB-PBR92-YTKKT-BCXQW-4VV22,Win10,-,-,-,
200,Spindle,Spindle Assembly,Production,1-7 C/R,RTB.-525,PC,HP600G4,-,Production,Win10,Free,,Win10,-,-,-,
201,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-177,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
202,Spindle,Spindle Assembly,Production,1-7 C/R,BAR.-208,PC,HP600G5,-,Production,Win10,Free,,Win10,-,-,-,
203,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-076,PC,HP Z240,-,Production,Win10,Free,,Win10,-,-,-,
204,Spindle,Spindle Assembly,Production,1-6 C/R,BAR.-077,PC,HP Z241,-,Production,Win10,Free,,Win10,-,-,-,
205,Spindle,Spindle Assembly,Production,1-8 C/R,HIP.-454,PC,-,-,Production,Win10,Yes,GNY8G-2M2FY-2YBDM-4R9JW-BWRC4,Win10,-,-,-,
206,Spindle,Spindle Assembly,Production,1-8 C/R,HIP.-456,PC,-,-,Production,Win10,Yes,T9NX9-BJRTY-DD6QM-WT2TF-VMH24,Win10,-,-,-,
207,Spindle,Spindle Assembly,Production,1-8 C/R,BAR.-788,PC,-,-,Production,Win10,Yes,2TP9K-9QBBB-CJDWR-6B2Y3-6Q7RK,Win10,-,-,-,
208,Spindle,Spindle Assembly,Production,1-8 C/R,EWM.-690,PC,-,-,Production,Win7,Yes,B2BFN-G97B9-YCQMJ-8P4JR-X2FC2,Win10,-,-,-,
209,Spindle,Spindle Assembly,Production,1-8 C/R,EWM.-801,PC,-,-,Production,Win7,Yes,NVWYM-CP4FG-B9RCX-FG2GX-FRG6R,Win10,-,-,-,
210,Spindle,Spindle Assembly,Production,1-8 C/R,EWM.-489,PC,-,-,Production,Win7,Yes,YRDJG-T9TV7-6W8D6-BBRGH-Y642D,WinXP,-,-,-,
211,Spindle,Spindle Assembly,Production,1-8 C/R,DIM.-623,PC,-,-,Production,Win7,Yes,3VCMG-GNM6X-TFJDP-W9PCH-3J3GR,Win10,-,-,-,
212,Spindle,Spindle Assembly,Production,1-8 C/R,DIM.-363,PC,-,-,Production,Win7,Yes,89KR6-NRYKG-4PWH9-4X2FM-RCWYQ,WinXP,-,-,-,
213,Spindle,Spindle Assembly,Production,1-8 C/R,BAR.-103,PC,-,-,Production,Win10,Yes,8N9H7-GW4YX-JCD4C-7C3FG-722KF,Win10,-,-,-,
214,Spindle,Spindle Assembly,Production,1-8 C/R,BAR.-121,PC,-,-,Production,Win7,Yes,K9FXF-2NQFM-GB8F4-KBJPT-RRG6R,Win10,-,-,-,
215,Spindle,Spindle Assembly,Production,1-8 C/R,EWM.-804,PC,-,-,Production,Win7,Yes,YHDJGNRG9K-KQGWG-H6HP6-XQBP2,Win10,-,-,-,
216,Spindle,Spindle Assembly,Production,1-9 C/R,EWM.-756,PC,-,-,Production,Win7,Yes,73RRQ-N78JD-QFWXK-C6PBF-QGPKF,Win10,-,-,-,
217,Spindle,Spindle Assembly,Production,1-9 C/R,EWM.-684,PC,-,-,Production,Win7,Yes,P6WYN-RC8QP-Y3QGR-KJJGV-KHJXC,Win10,-,-,-,
218,Spindle,Spindle Assembly,Production,1-9 C/R,EWM.-699,PC,-,-,Production,Win7,Yes,HN787-DQTPK-9TYFT-PP7HJ-YPWYQ,Win7,-,-,-,
219,Spindle,Spindle Assembly,Production,1-9 C/R,AIR.-088,PC,-,-,Production,Win7,Yes,Y6PJX-4FNRX-93MKW-JFX8B-K766P,Win10,-,-,-,
220,Spindle,Spindle Assembly,Production,1-9 C/R,DIM.-586,PC,-,-,Production,Win7,Yes,DHPN2-B8YFD-R3YJT-HQPJR-369TP,Win10,-,-,-,
221,Spindle,Spindle Assembly,Production,1-9 C/R,BAL.-012,Mini PC,-,-,Production,Win7,Yes,BBVTB-M6PBD-RFWMG-RVFYG-2K6P8,WinXP,-,-,-,
222,Spindle,Spindle Assembly,Production,1-9 C/R,BAR.-595,PC,-,-,Production,Win10,Yes,N4MQM-GGFJ4-Q6D2D-1762G-QYH22,Win10,-,-,-,
223,Spindle,Spindle Assembly,Production,1-9 C/R,AIR.-063,PC,-,-,Production,Win7,Yes,MMMRN-9C236-KKY8J-3VJPV-8HV24,Win10,-,-,-,
224,Spindle,Spindle Assembly,Production,1-9 C/R,HIP.-496,PC,-,-,Production,Win10,Yes,3R3RN-3J6TD-P69WR-8F8M8-D9MP4,Win10,-,-,-,
225,Spindle,Spindle Assembly,Production,1-9 C/R,EWM.-754,PC,-,-,Production,Win7,Yes,9J4YY-JNKM7-BRFJ6-B6Q3X-66PKC,Win10,-,-,-,
226,Spindle,Spindle Assembly,Production,1-9 C/R,HIP.-525,PC,-,-,Production,Win7,Yes,3BV6K-NX7R8-K88GY-XGC2H-XD722,Win10,-,-,-,
227,Spindle,Spindle Assembly,Production,1-10 C/R,AIR.-117,PC,-,-,Production,Win7,Yes,8YPDN-CGP9B-9HQKH-D3G43-MDWXF,Win10,-,-,-,
228,Spindle,Spindle Assembly,Production,1-10 C/R,HIP.-246,PC,-,-,Production,Win10,Yes,RNWYK-JBKWV-X2J68-98GQ3-H22KF,Win10,-,-,-,
229,Spindle,Spindle Assembly,Production,1-10 C/R,DIM.-751,PC,-,-,Production,Win7,Yes,BHKNF-PJFTQ-8D93Y-DHFBR-2KC2T,Win10,-,-,-,
230,Spindle,Spindle Assembly,Production,1-10 C/R,DIM.-638,PC,-,-,Production,Win7,Yes,JT9JC-9N279-K67D7-DVCTP-W2QGP,Win10,-,-,-,
231,Spindle,Spindle Assembly,Production,1-10 C/R,BAR.-161,PC,-,-,Production,Win10,Yes,X4MN6-8GK9J-DVCVD-YMH7T-RRG6R,Win10,-,-,-,
232,Spindle,Spindle Assembly,Production,1-10 C/R,BAR.-484,PC,-,-,Production,Win7,Yes,J8VXJ-FNJJT-Y7YKM-VB2PW-GVJXC,Win10,-,-,-,
233,Spindle,Spindle Assembly,Production,1-10 C/R,BAR.-587,PC,-,-,Production,Win10,Yes,HXGCN-3TGPJ-G9236-X2KQF-W8F9C,Win10,-,-,-,
234,Spindle,Spindle Assembly,Production,1-10 C/R,EWM.-657,PC,-,-,Production,Win7,Yes,GCWPC-D6CTG-9Y9QP-YT3FK-JKHJV,Win7,-,-,-,
235,Spindle,Spindle Assembly,Production,1-10 C/R,EWM.-739,PC,-,-,Production,Win10,Yes,RTBF4-N2RXQ-7FJ9X-W88WV-DRR9F,Win10,-,-,-,
236,Spindle,Spindle Assembly,Production,1-10 C/R,EWM.-731,PC,-,-,Production,Win7,Yes,PT7KX-NFDJD-2J3VQ-9DDGC-2DKTR,Win10,-,-,-,
237,Spindle,Spindle Assembly,Production,1-10 C/R,BAL.-217,PC,Lenovo 10AX,-,Production,Win10,Free,,Win8,-,-,-,
238,Spindle,Spindle Assembly,Production,2-4 C/R,EWM.-741,PC,-,-,Production,Win7,Yes,LN:48005020_9,Win7,-,-,-,
239,Spindle,Spindle Assembly,Production,2-4 C/R,EWM.-645,PC,-,-,Production,Win7,Yes,RK3N7-BWRV8-36FKK-Y88GC-CKCKC,Win10,-,-,-,
240,Spindle,Spindle Assembly,Production,2-4 C/R,DIM.-595,PC,-,-,Production,Win7,Yes,WN3TH-TRKC3-W3TYQ-8G42C-FX8XC,Win10,-,-,-,
241,Spindle,Spindle Assembly,Production,2-4 C/R,AIR.-125,PC,-,-,Production,Win7,Yes,LN:61245660_16,Win7,-,-,-,
242,Spindle,Spindle Assembly,Production,2-4 C/R,VIB.-280,PC,-,-,Production,Win10,Yes,NM6PB-2QFPB-JP6M6-RRPTW-7FR9C,Win10,-,-,-,
243,Spindle,Spindle Assembly,Production,2-4 C/R,VIB.-273,PC,-,-,Production,Win10,Yes,MVTD7-XNV7Y-YW3FF-4DK2Q-3PFC4,Win10,-,-,-,
244,Spindle,Spindle Assembly,Production,2-4 C/R,BAR.-359,PC,-,-,Production,Win7,Yes,99NTC-R32QB-HCD9V-862V9-FRG6P,Win10,-,-,-,
245,Spindle,Spindle Assembly,Production,2-4 C/R,BAR.-459,PC,-,-,Production,Win10,Yes,PBMNP-4YYXT-CR9PH-7Q26Q-BG9TP,Win10,-,-,-,
246,Spindle,Spindle Assembly,Production,2-4 C/R,RTB.-040,PC,MINI Germany,-,Production,Win7,Free,,Win7,-,-,-,
247,Spindle,Spindle Assembly,Production,2-5 C/R,AIR.-075,PC,-,-,Production,Win7,Yes,DFV79-D3QG4-83K72-QWMTG-JG7MT,Win7,-,-,-,
248,Spindle,Spindle Assembly,Production,2-5 C/R,BAL.-054,Mini PC,PICE,-,Production,Win7,Yes,F733D-JCTQM-WKX3K-6PXPW-RJGK8,Win7,-,-,-,
249,Spindle,Spindle Assembly,Production,2-5 C/R,BAR.-362,PC,-,-,Production,Win7,Yes,NCW7Q-9FPXD-TGHVJ-Q88MC-2DKTP,Win10,-,-,-,
250,Spindle,Spindle Assembly,Production,2-5 C/R,BAR.-453,PC,-,-,Production,Win10,Yes,YB39Q-MNGV4-9JH34-29TB6-8TYP2,Win10,"Excel,Access",2007,No,
251,Spindle,Spindle Assembly,Production,2-5 C/R,DIM.-665,PC,-,-,Production,Win7,Yes,KB2WP-NXRYX-DQWMH-6V3VB-R6YP4,WIN10,-,-,-,
252,Spindle,Spindle Assembly,Production,2-5 C/R,BAR.-790,PC,-,-,Production,Win11,Yes,KH8JQ-7PD3G-V8DMG-QWJQ3-8W6WP,Win10,-,-,-,
253,Spindle,Spindle Assembly,Production,2-5 C/R,EWM.-653,PC,-,-,Production,Win7,Yes,M7F9C-N93P4-DB2XQ-67GFF-WFHCP,Win10,-,-,-,
254,Spindle,Spindle Assembly,Production,2-5 C/R,EWM.-705,PC,-,-,Production,Win7,Yes,Q3TYN-RRKBG-32G9H-JTFQM-HT9TP,Win10,-,-,-,
255,Spindle,Spindle Assembly,Production,2-5 C/R,BAR.-534,PC,-,-,Production,Win10,Yes,BFCKN-7MWP6-J9F6W-7RHMV-YY49F,Win10,-,-,-,
256,Spindle,Spindle Assembly,Production,2-5 C/R,BAR.-557,PC,-,-,Production,Win10,Yes,CG9KM-TTNP9-3YGPY-49XWT-Y98XC,Win10,-,-,-,
257,Spindle,Spindle Assembly,Production,2-5 C/R,VIB.-242,PC,-,-,Production,Win10,Yes,MFHKJ-NJRJ8-PVGJV-HBK9W-D9MP4,Win10,-,-,-,
258,Spindle,Spindle Assembly,Production,2-5 C/R,RTB.-041,PC,MINI Germany,-,Production,Win7,Free,,Win7,-,-,-,
259,Spindle,Spindle Assembly,Production,2-5 C/R,BAR.-262,PC,DELLD10U003,-,Production,Win10,Free,,Win10,Excel,2013,No,
260,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-717,PC,-,-,Production,Win10,Yes,BGPTT-NKD73-8CKPQ-Y23XC-7CFC4,Win10,-,-,-,
261,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-505,PC,-,-,Production,Win7,Yes,G9MN2-9C2TX-B37TB-DTB96-6F4C2,Win10,-,-,-,
262,Spindle,Spindle Assembly,Production,2-6 C/R,EWM.-671,PC,-,-,Production,Win7,Yes,GXNQ7-WW29T-P7YYF-93HG2-749V3,Win7,-,-,-,
263,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-669,PC,-,-,Production,Win10,Yes,BDXD8-W3PQ8-64F9P-48V4F-XWTJG,Win10,-,-,-,
264,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-086,Mini PC,-,-,Production,Win10,Yes,2NX8K-8WE6R-4PXFM-C93GJ-GVJFX,Win10,-,-,-,
265,Spindle,Spindle Assembly,Production,2-6 C/R,VIB.-357,PC,-,-,Production,Win10,Yes,NK4CR-484T6-HVDJ9-VGPR4-TVJXC,Win10,-,-,-,
266,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-475,PC,-,-,Production,Win10,Yes,M84MD-N9YXG-P228M-24473-JTYP2,Win10,-,-,-,
267,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-479,PC,-,-,Production,Win10,Yes,N7W62-92QK8-R42P2-DRG7H-DRR9C,Win10,-,-,-,
268,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-648,PC,-,-,Production,Win10,Yes,YKNMR-FVFWB-76VX7-K9CXF-K4R9F,Win10,Excel,2013,No,
269,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-577,PC,-,-,Production,Win10,Yes,2D39N-GJPX4-DQXTH-9M3MM-B4G6P,Win10,-,-,-,
270,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-815,PC,Asus,-,Production,Win10,Yes,XDXY3-3PFPF-TWKDD-DPH8C-JCBVC,Win10,Excel,2013,No,
271,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-702,PC,-,-,Production,Win10,Yes,NVT6Y-BJ7BC-W7KJ2-JBMHD-WQKTR,Win10,-,-,-,
272,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-762,PC,-,-,Production,Win10,Yes,VPXTN-XFCF9-JJHGF-MJX6Y-6VJXF,Win10,Excel,2013,No,
273,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-962,PC,-,-,Production,Win10,Yes,STAFD2B,Win10,Excel,2013,No,
274,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-967,PC,-,-,Production,Win10,Yes,STAFD2C,Win10,Excel,2013,No,
275,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-992,PC,Lenovo 10J0,-,Production,Win10,Free,,Win8,-,-,-,
276,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-001,PC,Lenovo 10AX,-,Production,Win7,Free,,Win8,-,-,-,
277,Spindle,Spindle Assembly,Production,2-6 C/R,BAR.-025,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
278,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-541,PC,-,-,Production,Win10,Yes,9XM9H-NPRRW-DHVHW-7Y2HF-JHV22,Win10,-,-,-,
279,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-746,PC,-,-,Production,Win7,Yes,WTNK3-WGD3F-X9K74-F7J6V-KHJXF,Win10,-,-,-,
280,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-377,PC,-,-,Production,Win10,Free,NX7QH-2JCF6-4Q2JD-936PT-WXCKC,Win10,-,-,-,
281,Spindle,Spindle Assembly,Production,2-8 C/R,HIP.-425,PC,-,-,Production,Win10,Yes,HGN6G-4Q2XC-GTJFV-CPBHP-9QBP9,Win10,-,-,-,
282,Spindle,Spindle Assembly,Production,2-8 C/R,EWM.-689,PC,-,-,Production,Win7,Yes,H3QRP-NQVTV-DWKRM-XD28D-QRR9C,Win10,-,-,-,
283,Spindle,Spindle Assembly,Production,2-8 C/R,EWM.-683,PC,-,-,Production,Win7,Yes,NTQCX-2JC9D-HH326-KRRQQ-G83GP,Win10,-,-,-,
284,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-594,PC,-,-,Production,Win10,Yes,C8KC3-NM93J-282V4-MGR4M-K766P,Win10,-,-,-,
285,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-668,PC,-,-,Production,Win10,Yes,C4KGX-67TRD-PV6JQ-R6T6W-TWDCW,Win10,Excel,2013,No,
286,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-694,PC,-,-,Production,Win10,Yes,2M84B-WY86D-M3TY6-HT8VX-7XVCJ,Win10,Excel,2013,No,
287,Spindle,Spindle Assembly,Production,2-8 C/R,DIM.-669,PC,-,-,Production,Win7,Yes,PGBTN-4334C-K6B2F-TH293-9766R,Win10,-,-,-,
288,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-665,PC,-,-,Production,Win10,Yes,N8XDY-8VMPH-TP8JM-THJPV-PWF9F,Win10,Excel,2013,No,
289,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-672,PC,-,-,Production,Win10,Yes,TC46V-TKWPJ-QM6GQ-RCPJ6-FDX74,Win10,Excel,2013,No,
290,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-504,PC,-,-,Production,Win10,Yes,XQWBN-CCDVP-PMR4Q-72QH7-B7V24,Win10,-,-,-,
291,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-781,PC,-,-,Production,Win11,Yes,,Win11,-,-,-,
292,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-550,PC,-,-,Production,Win10,Yes,48V2Q-NQQKR-JTH3P-H763T-CGYP4,Win10,-,-,-,
293,Spindle,Spindle Assembly,Production,2-8 C/R,DIM.-742,PC,-,-,Production,Win7,Yes,YJY67-HNJR3-BQ4B4-3KKVK-C7JXF,Win10,-,-,-,
294,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-511,PC,DELLD10U002,-,Production,Win10,Free,WP3QN-FY2DF-69PCW-Q49W4-BY6GG,Win10,Excel,2013,No,
295,Spindle,Spindle Assembly,Production,2-8 C/R,BAR.-513,PC,-,-,Production,Win10,Yes,MTN8D-4H79M-4J6TW-6JTFD-BG9TR,Win10,-,-,-,
